processes,Speedup,Efficiency,Serial-Fraction
1.0,1.0,1.0,-1
12.0,0.44886363636363635,0.037405303030303032,2.5212888377445339
24.0,0.1747787610619469,0.0072824483775811204,6.013758943313154
48.0,0.15399610136452241,0.0032082521117608835,6.6531106921626719
96.0,0.14495412844036698,0.0015099388379204895,6.981878747501665
120.0,0.14107142857142857,0.0011755952380952382,7.1565790873311359
144.0,0.13787085514834205,0.00095743649408570864,7.310878994423299
192.0,0.13166666666666665,0.00068576388888888886,7.6399363774935392
