0.01,0.5,1,1.42772e-114,
0.01,0.5,1,2.51055e-115,
0.01,0.5,1,2.32988e-115,
0.01,0.5,1,2.4209e-115,
0.01,0.5,1,3.78325e-114,
0.01,0.5,1,3.42537e-115,
0.01,0.5,1,1.07272e-114,
0.01,0.5,1,2.53005e-115,
1.01,0.5,1,4.20734e-05,
1.01,0.5,1,4.18875e-05,
1.01,0.5,1,4.15495e-05,
1.01,0.5,1,4.15835e-05,
1.01,0.5,1,4.14413e-05,
1.01,0.5,1,4.17599e-05,
1.01,0.5,1,4.17738e-05,
1.01,0.5,1,4.19371e-05,
1.02,0.5,1,0.19523,
1.02,0.5,1,0.0213475,
1.02,0.5,1,0.19523,
1.02,0.5,1,0.19523,
1.02,0.5,1,0.19523,
1.02,0.5,1,0.19523,
1.02,0.5,1,0.19523,
1.02,0.5,1,0.19523,
1.03,0.5,1,0.286575,
1.03,0.5,1,0.286575,
1.03,0.5,1,0.286575,
1.03,0.5,1,0.286575,
1.03,0.5,1,0.286575,
1.03,0.5,1,0.286575,
1.03,0.5,1,0.286575,
1.03,0.5,1,0.286575,
1.04,0.5,1,0.250453,
1.04,0.5,1,0.250453,
1.04,0.5,2,0.422226,0.512278,
1.04,0.5,1,0.250453,
1.04,0.5,2,0.422226,0.512278,
1.04,0.5,2,0.422226,0.512278,
1.04,0.5,1,0.250453,
1.04,0.5,1,0.250453,
1.05,0.5,1,0.234628,
1.05,0.5,1,0.234628,
1.05,0.5,1,0.234628,
1.05,0.5,1,0.234628,
1.05,0.5,1,0.234628,
1.05,0.5,1,0.234628,
1.05,0.5,1,0.234628,
1.05,0.5,1,0.234628,
1.06,0.5,1,0.245795,
1.06,0.5,1,0.245795,
1.06,0.5,1,6.03896e-16,
1.06,0.5,1,0.245795,
1.06,0.5,1,5.0864e-15,
1.06,0.5,1,0.245794,
1.06,0.5,1,0.245794,
1.06,0.5,1,0.245794,
1.07,0.5,1,4.42958e-22,
1.07,0.5,2,0.267881,0.285748,
1.07,0.5,1,2.0529e-21,
1.07,0.5,1,1.50086e-21,
1.07,0.5,2,0.267881,0.285748,
1.07,0.5,1,1.98909e-21,
1.07,0.5,1,3.18723e-21,
1.07,0.5,1,2.68338e-21,
1.08,0.5,1,0.0660573,
1.08,0.5,1,0.0660573,
1.08,0.5,1,0.0660573,
1.08,0.5,1,0.0660573,
1.08,0.5,1,0.0660573,
1.08,0.5,1,0.0660573,
1.08,0.5,1,0.0660573,
1.08,0.5,1,0.0660573,
1.09,0.5,1,4.22245e-13,
1.09,0.5,1,0.301609,
1.09,0.5,1,0.301609,
1.09,0.5,1,1.47563e-13,
1.09,0.5,1,6.95582e-13,
1.09,0.5,1,0.301609,
1.09,0.5,1,3.9186e-13,
1.09,0.5,1,1.0459e-12,
1.1,0.5,1,8.98911e-20,
1.1,0.5,1,3.2145e-19,
1.1,0.5,1,3.24373e-19,
1.1,0.5,1,4.16775e-19,
1.1,0.5,1,4.181e-19,
1.1,0.5,1,4.20754e-19,
1.1,0.5,1,2.66662e-19,
1.1,0.5,1,4.03013e-19,
0.11,0.5,1,1.66182e-152,
0.11,0.5,1,1.30439e-151,
0.11,0.5,1,1.52517e-152,
0.11,0.5,1,1.96399e-152,
0.11,0.5,1,2.88945e-152,
0.11,0.5,1,1.3933e-152,
0.11,0.5,1,9.66717e-152,
0.11,0.5,1,2.00795e-151,
1.11,0.5,1,6.95569e-33,
1.11,0.5,1,6.56084e-34,
1.11,0.5,1,2.3397e-32,
